PIN,Property_Address,Tax_Year,Property_Class,Census_Tract,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Walkscore,Walkfac,Sale_Price
13361130861012,2059 N SEMINARY AVE,2013,299,221200.0,,,,,,,,,,,,-87.6555863,41.9197117,95.0,Walker's Paradise,234000
12251000000000,3106 N 77TH CT ELMWOOD PARK,2018,203,810800.0,5.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1381.0,3840.0,87.0,-87.82048141,41.93645215,71.0,Very Walkable,223000
12364200000000,1735 N 74TH CT ELMWOOD PARK,2018,203,810900.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1100.0,4688.0,66.0,-87.81162858,41.91190152,75.0,Very Walkable,302500
10314170501021,6440 W DEVON AVE 303,2013,299,100200.0,,,,,,,,,,,,-87.788949,41.997636,74.0,Very Walkable,108500
24074110161013,10238 SOUTHWEST HWY,2004,299,823001.0,,,,,,,,,,,,-87.785077,41.706606,45.0,Car-Dependent,143000
24011260430000,9007 S RICHMOND AVE,2007,278,821600.0,2-story,8.0,5.0,Full basement,1.0,Yes,2.0,1.0,2640.0,7480.0,39.0,-87.6955712,41.7295914,54.0,Somewhat Walkable,313000
9201090000000,1055  WEBSTER LN DES PLAINES,2018,202,806300.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,819.0,6750.0,67.0,-87.90009466,42.03384304,53.0,Somewhat Walkable,205000
14311010100000,4921 WOODWARD AV,2013,211,221600.0,3-story,12.0,6.0,Full basement,0.0,No,3.0,0.0,2868.0,2706.0,93.0,-88.03260209999999,41.7968987,25.0,Car-Dependent,564500
16081040210000,50 SUPERIOR ST,2005,211,812500.0,2-story,12.0,6.0,Full basement,0.0,No,2.0,0.0,2736.0,4100.0,105.0,-87.7773902,41.89338660000001,79.0,Very Walkable,426000
11321060271016,1356 3 GREENLEAF,2014,299,10501.0,,,,,,,,,,,,-87.664749,42.010703,88.0,Very Walkable,214000
23222000661089,9183 CENTER RD APT E,2015,299,823803.0,,,,,,,,,,,,-87.8438739,41.6875742,11.0,Car-Dependent,113000
13183200000000,6950 W FOREST PRESERVE DR NORRIDGE,2018,299,810502.0,,,,,,,1.0,,,53770.0,10.0,-87.80205056,41.95684679,66.0,Somewhat Walkable,182000
7072030000000,2135  HASSELL RD HOFFMAN ESTATES,2018,295,804701.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,806.0,1798.0,44.0,-88.13231466,42.06160167,45.0,Car-Dependent,120000
13033040140000,5915 N FOREST GLEN,2008,205,120300.0,2-story,6.0,3.0,Full basement,1.0,Yes,2.0,0.0,1870.0,4960.0,62.0,-87.74347209999999,41.988460700000005,57.0,Somewhat Walkable,480000
19221210330000,6359 S KILBOURN,2006,203,650301.0,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1110.0,4553.0,50.0,-87.7346335,41.776843400000004,70.0,Very Walkable,284000
12114190020000,8140 W WINONA,2003,203,770902.0,1-story,7.0,3.0,Full basement,0.0,No,2.0,0.0,1742.0,10046.0,53.0,-87.83129740000001,41.9728689,15.0,Car-Dependent,390000
12124100000000,7413 W CARMEN AVE HARWOOD HEIGHTS,2018,205,770901.0,2.0,8.0,4.0,1.0,0.0,1.0,2.0,1.0,2008.0,5280.0,64.0,-87.81265117,41.97231402,68.0,Somewhat Walkable,330000
14301060931013,2011 W BELMONT 301,2004,299,51400.0,,,,,,,,,,,,-87.6790025,41.9392756,90.0,Very Walkable,290000
14334120480000,344 W WILLOW ST D,2010,295,71500.0,2-story,11.0,4.0,Full basement,1.0,Yes,3.0,1.0,3590.0,1624.0,36.0,-87.63825209999999,41.9142898,92.0,Walker's Paradise,850000
13191280090000,3621 N NEVA AVE,2003,203,170300.0,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1175.0,3788.0,78.0,-87.8055135,41.9459966,67.0,Somewhat Walkable,272000
20294270090000,720 PALM DR,2003,211,710800.0,2-story,10.0,4.0,Full basement,1.0,No,2.0,0.0,2394.0,3720.0,80.0,-87.6297823,41.5587821,42.0,Car-Dependent,190000
13132000411012,4744 N WASHTENAW APT3,2004,299,40700.0,,,,,,,,,,,,-87.6964365,41.967966,93.0,Walker's Paradise,235000
20143090181015,6101 S INGLESIDE AV 3,2004,299,420400.0,,,,,,,,,,,,-87.6023031,41.783925599999996,74.0,Very Walkable,80000
14174070150000,4316 N DAYTON,2003,206,32100.0,2-story,12.0,6.0,Full basement,0.0,No,2.0,0.0,2489.0,2808.0,98.0,-87.6514562,41.960857,87.0,Very Walkable,580000
9154130000000,8801  ROBIN DR DES PLAINES,2018,295,806003.0,2.0,5.0,2.0,3.0,0.0,2.0,1.0,1.0,1123.0,1633.0,51.0,-87.85272867,42.03985279,68.0,Somewhat Walkable,86000
15104000250000,222 S 16TH AVE,2006,202,817200.0,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,972.0,6300.0,85.0,-87.853038,41.8850523,63.0,Somewhat Walkable,197000
19084010610000,5120 S MAYFIELD AV,2005,207,560800.0,2-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,1056.0,4125.0,66.0,-87.77011479999999,41.799244200000004,63.0,Somewhat Walkable,235000
13152070070000,4769 N KEYSTONE AV,2004,207,140500.0,2-story,6.0,3.0,Full basement,0.0,Yes,1.0,0.0,1291.0,3562.0,50.0,-87.72893020000001,41.9676349,89.0,Very Walkable,315100
2014000000000,1730  EMERALD BAY  PALATINE,2018,299,803606.0,,,,,,,1.0,,,325800.0,10.0,-88.01158618,42.14410431,39.0,Car-Dependent,120000
20261040030000,7107 S DOBSON,2009,207,841800.0,2-story,5.0,3.0,Full basement,0.0,No,2.0,0.0,1620.0,3687.0,2.0,-87.59916729999999,41.7656617,62.0,Somewhat Walkable,220000
17094440241085,212 W WASHINGTON 1406,2008,299,839100.0,,,,,,,,,,,,-87.634755,41.883629,97.0,Walker's Paradise,211000
2294020000000,1841  ASHBURY CT PALATINE,2018,299,804102.0,,,,,,,1.0,,,141457.0,10.0,-88.08639013,42.08353647,18.0,Car-Dependent,158000
29094040270000,541 E 149TH ST,2005,202,827200.0,?,7.0,3.0,Partial basement,0.0,Yes,1.0,1.0,720.0,5160.0,66.0,-87.624249,41.619101,36.0,Car-Dependent,110000
19174150510000,6053 PARKSIDE,2011,203,640300.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1059.0,3780.0,49.0,-87.7628605,41.782016999999996,60.0,Somewhat Walkable,160000
16301050040000,2309 HOME AVE,2015,203,814800.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1110.0,4290.0,84.0,-87.7981387,41.8482984,81.0,Very Walkable,124000
13291070110000,6029 W FLETCHER ST,2004,203,190401.0,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1290.0,3780.0,78.0,-87.77728990000001,41.937264899999995,75.0,Very Walkable,255000
5201180000000,1010  CHERRY ST WINNETKA,2018,208,800500.0,2.0,10.0,5.0,1.0,2.0,1.0,4.0,1.0,4114.0,8850.0,9.0,-87.74213788,42.10314987,63.0,Somewhat Walkable,1835000
30081080430000,464 HIRSCH,2011,203,825900.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1058.0,3200.0,55.0,-87.5386969,41.623130200000006,50.0,Somewhat Walkable,40000
13264190260000,2627 N WASHTENAW,2006,206,220601.0,2-story,8.0,4.0,Full basement,1.0,No,1.0,1.0,2212.0,6450.0,105.0,-87.6948493,41.9295535,80.0,Very Walkable,445000
9123070000000,2538  DONALD CT GLENVIEW,2018,203,805202.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,1242.0,6450.0,56.0,-87.82124273,42.05873076,45.0,Car-Dependent,355000
4324020000000,4218  TRIUMVERA DR GLENVIEW,2018,299,802004.0,,,,,,,1.0,,,70980.0,10.0,-87.85146538,42.06731455,54.0,Somewhat Walkable,290000
30322080090000,3618 LAKE ST,2011,202,828100.0,1-story,5.0,3.0,Partial basement,0.0,No,1.0,0.0,888.0,10275.0,99.0,-87.5289022,41.5654974,84.0,Very Walkable,134000
12241080210000,3717 N OTTAWA,2003,203,170400.0,?,5.0,3.0,Full basement,0.0,No,1.0,0.0,1368.0,4740.0,61.0,-87.8179946,41.9471241,55.0,Somewhat Walkable,241000
4162130000000,1948  PENFOLD PL NORTHBROOK,2018,278,801701.0,2.0,8.0,4.0,3.0,0.0,2.0,2.0,0.0,2166.0,10075.0,67.0,-87.83393995,42.11760456,26.0,Car-Dependent,422500
8051000000000,2406 W CEDAR ST ROLLING MEADOWS,2018,203,805105.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1009.0,7800.0,55.0,-88.01123291,42.065994700000005,57.0,Somewhat Walkable,219200
16251030220000,2243 S WHIPPLE ST,2003,203,300900.0,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,1470.0,3150.0,117.0,-87.7012691,41.8505575,89.0,Very Walkable,155000
4171030000000,1661  HOLLY AVE NORTHBROOK,2018,203,801606.0,1.0,7.0,3.0,4.0,0.0,1.0,2.0,0.0,1613.0,10000.0,61.0,-87.86659014,42.12270581,9.0,Car-Dependent,1
12322000000000,10447 W LYNDALE AVE NORTHLAKE,2018,203,811301.0,1.0,6.0,3.0,1.0,0.0,1.0,3.0,0.0,1548.0,8306.0,7.0,-87.88850178,41.91909115,42.0,Car-Dependent,213000
15212120480000,1447 BRISTOL AV,2004,207,818200.0,2-story,6.0,3.0,Full basement,0.0,Yes,1.0,0.0,1210.0,6550.0,61.0,-87.8684975,41.8585821,33.0,Car-Dependent,261000
32194171160000,426 W 16TH PL,2008,234,829302.0,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,1.0,1152.0,5320.0,49.0,-87.6624863,41.5010974,44.0,Car-Dependent,80000
15161110430000,3327 ADAMS,2005,203,817101.0,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1086.0,3780.0,43.0,-87.8744804,41.8755628,54.0,Somewhat Walkable,191000
15074160010000,521 ELM ST,2011,202,818300.0,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,961.0,6700.0,52.0,-87.90495770000001,41.879727100000004,59.0,Somewhat Walkable,93300
17164050971149,740 S FEDERAL 309,2009,299,839000.0,,,,,,,,,,,,-87.62984990000001,41.87298070000001,98.0,Walker's Paradise,135750
13332100250000,2250 N LAVERGNE AV,2004,203,191100.0,?,8.0,2.0,Full basement,0.0,No,1.0,1.0,1543.0,3150.0,100.0,-87.75147270000001,41.9221429,81.0,Very Walkable,255000
31121190410000,3005 SCOTT CRESCENT,2007,204,829800.0,?,7.0,4.0,Full basement,1.0,Yes,2.0,0.0,2946.0,15030.0,40.0,-87.6894298,41.5368227,31.0,Car-Dependent,299900
27111120020000,14307 WOODED PATH RD,2004,278,824106.0,2-story,9.0,4.0,Full basement,1.0,Yes,2.0,1.0,3186.0,10400.0,19.0,-87.82482890000001,41.63053729999999,35.0,Car-Dependent,405000
29233080210000,809 E 168TH ST,2003,234,827804.0,multilevel,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1317.0,7194.0,35.0,-87.59707409999999,41.5901521,38.0,Car-Dependent,160000
8083010000000,5500  CARRIAGE WAY DR ROLLING MEADOWS,2018,299,805105.0,,,,,,,1.0,,,190000.0,10.0,-88.01335046,42.05569658,30.0,Car-Dependent,248000
13162050871013,4650 N LAMON,2005,299,,,,,,,,,,,,,-87.7509846,41.9678486,69.0,Somewhat Walkable,396934
14333090491001,1817 N MOHAWK ST 1,2009,299,71600.0,,,,,,,,,,,,-87.64202259999999,41.915225899999996,86.0,Very Walkable,515000
12112000000000,8001 W CATHERINE AVE PARK RIDGE,2018,204,810400.0,1.0,8.0,4.0,3.0,0.0,2.0,2.0,0.0,2148.0,13841.0,55.0,-87.82718803,41.97715307,40.0,Car-Dependent,415000
17072010350000,1824 W SUPERIOR ST,2013,278,243100.0,2-story,7.0,3.0,Full basement,0.0,Yes,3.0,1.0,2255.0,3075.0,1.0,-87.673139,41.8952979,97.0,Walker's Paradise,962500
2011020000000,1193  BARBERRY LN PALATINE,2018,299,803611.0,,,,,,,1.0,,,1498000.0,10.0,-88.01664169,42.14821087,14.0,Car-Dependent,88000
5331160000000,2224  CRESTVIEW LN WILMETTE,2018,208,801000.0,2.0,9.0,4.0,1.0,1.0,1.0,4.0,1.0,3961.0,14383.0,1.0,-87.73070955,42.07327329,44.0,Car-Dependent,1
8283090000000,179  TOWER LN ELK GROVE VILLAGE,2018,203,770300.0,1.0,5.0,3.0,4.0,0.0,2.0,1.0,1.0,1098.0,7753.0,58.0,-87.99398124,42.01325483,18.0,Car-Dependent,232000
15342270050000,3419 PRAIRIE AVE,2008,202,818700.0,1-story,5.0,2.0,Full basement,0.0,Yes,1.0,0.0,977.0,7950.0,62.0,-87.8439439,41.82887120000001,70.0,Very Walkable,232000
5271040000000,311  RALEIGH RD KENILWORTH,2018,204,800600.0,5.0,13.0,5.0,1.0,3.0,1.0,3.0,1.0,4618.0,17500.0,60.0,-87.70871889,42.09111078,38.0,Car-Dependent,1500000
2154010000000,235 N SMITH ST PALATINE,2018,299,803701.0,,,,,,,1.0,,,39918.0,10.0,-88.04807238,42.11523288,75.0,Very Walkable,234000
14281090351004,3020 N SHERIDAN RD 2N,2006,299,63200.0,,,,,,,,,,,,-87.63982220000001,41.9372598,91.0,Walker's Paradise,565000
14281180441003,438 W SURF 2A,2007,299,63302.0,,,,,,,,,,,,-87.641194,41.934676,91.0,Walker's Paradise,292000
14074040190000,1654 W WINONA AV,2003,211,31000.0,2-story,12.0,6.0,Full basement,0.0,No,2.0,0.0,2542.0,3873.0,119.0,-87.67173199999999,41.975474,94.0,Walker's Paradise,387000
27134080411009,7335 W 157TH ST 3A,2003,299,824107.0,,,,,,,,,,,,-87.798715,41.605653600000004,56.0,Somewhat Walkable,115000
15344310200000,8922 SOUTHVIEW AVE,2015,210,818700.0,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,981.0,3125.0,66.0,-87.84508000000001,41.820668,78.0,Very Walkable,125500
12012130430000,7242 W MYRTLE,2013,203,100300.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1020.0,3350.0,42.0,-87.8085095,41.9937794,50.0,Car-Dependent,200000
27243170370000,7818 W 167TH ST,2004,234,824123.0,multilevel,8.0,4.0,Full basement,0.0,No,2.0,1.0,1675.0,9787.0,27.0,-87.82707090000001,41.587224,30.0,Car-Dependent,267500
7081090000000,1979  KENILWORTH CIR HOFFMAN ESTATES,2018,299,804705.0,,,,,,,1.0,,,218507.0,10.0,-88.12244965,42.06097462,27.0,Car-Dependent,114000
12124250091168,4833 N OLCOTT,2010,299,770901.0,,,,,,,,,,,,-87.8143179,41.968106299999995,74.0,Very Walkable,264000
11293160251003,7309 N ASHLAND,2009,299,10300.0,,,,,,,,,,,,-87.669924,42.014089,87.0,Very Walkable,151500
14211000181093,3930 N PINE GROVE 813,2004,299,60800.0,,,,,,,,,,,,-87.648457,41.95423710000001,90.0,Very Walkable,150000
15332240110000,5 S 6TH AVENUE,2012,205,818900.0,2-story,5.0,3.0,Full basement,0.0,Yes,2.0,1.0,1686.0,6250.0,61.0,-87.8680372,41.8160063,91.0,Walker's Paradise,300000
11301100000000,1032  HULL TER EVANSTON,2018,211,810200.0,2.0,14.0,6.0,1.0,0.0,1.0,2.0,1.0,3368.0,6006.0,91.0,-87.68688358,42.02424082,60.0,Somewhat Walkable,649000
10242100000000,1146  ASHLAND AVE EVANSTON,2018,202,809700.0,5.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,933.0,2475.0,115.0,-87.69396058,42.03927349,76.0,Very Walkable,128000
26063070440000,9227 S YATES,2005,205,480500.0,2-story,8.0,4.0,Full basement,0.0,No,1.0,1.0,1665.0,6300.0,73.0,-87.5655203,41.7272293,48.0,Car-Dependent,161000
13254110351002,2641 N TALMAN 2,2012,299,220300.0,,,,,,,,,,,,-87.6937423,41.9300059,80.0,Very Walkable,242000
13112060020000,5455 N ST LOUIS,2006,202,831800.0,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,973.0,3720.0,64.0,-87.71579969999999,41.9809405,79.0,Very Walkable,450000
17223040921289,1629 S PRAIRIE  2509,2009,299,330100.0,,,,,,,,,,,,-87.62041190000001,41.859330299999996,86.0,Very Walkable,424500
13071030430000,7020 W HIGGINS AV,2005,212,100600.0,2-story,11.0,5.0,Full basement,0.0,Yes,6.0,1.0,7100.0,3125.0,50.0,-87.80311309999999,41.98053970000001,58.0,Somewhat Walkable,1050000
4091010000000,838  BACH ST NORTHBROOK,2018,278,801701.0,2.0,7.0,3.0,3.0,0.0,1.0,2.0,0.0,2082.0,9500.0,32.0,-87.84136804,42.13690272,47.0,Car-Dependent,470000
11313170361014,2341 N COMMONWEALTH 1L,2013,299,20500.0,,,,,,,,,,,,-87.63797159999999,41.9249419,92.0,Walker's Paradise,90000
16323280150000,3828 S 61ST CT,2003,202,814500.0,1-story,3.0,2.0,Slab basement,0.0,No,1.0,0.0,560.0,4774.0,69.0,-87.77708270000001,41.822477899999996,46.0,Car-Dependent,140000
10214100000000,8161  NILES CENTER RD SKOKIE,2018,299,807300.0,,,,,,,1.0,,,11828.0,10.0,-87.75294654,42.02983672,78.0,Very Walkable,158500
13083220330000,4910 N MCVICKER AVENUE,2014,203,110300.0,?,6.0,3.0,Full basement,0.0,Yes,1.0,1.0,1168.0,3720.0,59.0,-87.7797345,41.970667299999995,63.0,Somewhat Walkable,225000
12113100961003,5918 N HARLEM AVE,2011,299,760803.0,,,,,,,,,,,,-87.8072036,41.9892663,48.0,Car-Dependent,395000
12213200000000,3201  LINCOLN ST FRANKLIN PARK,2018,202,811500.0,1.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,849.0,4335.0,65.0,-87.88339116,41.93658469,56.0,Somewhat Walkable,89000
32231260240000,1123 SEELEY,2006,203,829700.0,1-story,5.0,3.0,crawlspace,0.0,Yes,1.0,0.0,1202.0,6108.0,3.0,-87.59250159999999,41.51199329999999,20.0,Car-Dependent,145000
17102110241138,6702 E NAVAJO DR,2005,299,81402.0,,,,,,,,,,,,-87.78511440000001,41.6622561,48.0,Car-Dependent,693925
7212120000000,295  ILLINOIS BLVD HOFFMAN ESTATES,2018,202,804709.0,1.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,999.0,13397.0,59.0,-88.09138245,42.03133692,19.0,Car-Dependent,193500
19344290320000,4116 W 87TH ST,2003,203,700302.0,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1143.0,5000.0,46.0,-87.7245921,41.7350662,63.0,Somewhat Walkable,160000
9252150000000,7907 N ODELL AVE NILES,2018,206,805402.0,2.0,9.0,5.0,4.0,0.0,2.0,2.0,0.0,2398.0,6500.0,63.0,-87.80977335,42.02464223,70.0,Somewhat Walkable,255000
7354000000000,660  CUMBERLAND TRL ROSELLE,2018,299,804607.0,,,,,,,1.0,,,296571.0,10.0,-88.06000878,41.99530208,50.0,Car-Dependent,167000
14313010120000,1945 NORTH WILMOT ST,2003,207,222200.0,2-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1235.0,2000.0,22.0,-87.68579009999999,41.9170404,95.0,Walker's Paradise,520000
9283080000000,1895  WELWYN AVE DES PLAINES,2018,203,806502.0,1.0,6.0,4.0,1.0,0.0,2.0,1.0,1.0,1198.0,6250.0,62.0,-87.8773204,42.01460603,48.0,Car-Dependent,170000
17172260171049,321 S SANGAMON  709,2013,299,833100.0,,,,,,,,,,,,-87.65048440000001,41.87701,91.0,Walker's Paradise,270000
7081040000000,1982  HANCOCK DR HOFFMAN ESTATES,2018,299,804705.0,,,,,,,1.0,,,804790.0,10.0,-88.12616275,42.05589521,36.0,Car-Dependent,60500
12041100000000,6208 N SCOTT ST ROSEMONT,2018,203,770700.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1304.0,6300.0,56.0,-87.876222,41.99195053,41.0,Car-Dependent,337500
13331060030000,2255 N LOREL AVE,2006,211,191200.0,2-story,7.0,4.0,crawlspace,0.0,No,2.0,0.0,1720.0,3150.0,113.0,-87.75933309999999,41.921974299999995,82.0,Very Walkable,405000
26174060130000,11633 S AVENUE,2012,202,520500.0,1-story,5.0,3.0,Partial basement,0.0,No,1.0,0.0,726.0,4312.0,64.0,-87.5400477,41.683319,48.0,Car-Dependent,80000
19044310100000,4633 S LACROSSE AVE,2009,203,560200.0,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,1008.0,3540.0,54.0,-87.7441307,41.8084504,61.0,Somewhat Walkable,144000
30323090091005,18224 WENTWORTH AVE,2005,299,828100.0,,,,,,,,,,,,-87.52996479999999,41.563239200000005,84.0,Very Walkable,123000
32192170190000,1242 BARBARA LN,2004,207,829301.0,2-story,6.0,3.0,Partial basement,1.0,Yes,1.0,1.0,1390.0,6600.0,34.0,-87.6615616,41.50802720000001,56.0,Somewhat Walkable,126900
4162020000000,2080  TECHNY RD NORTHBROOK,2018,204,801702.0,5.0,8.0,3.0,1.0,0.0,2.0,1.0,1.0,1874.0,14652.0,86.0,-87.83160513,42.116762200000004,25.0,Car-Dependent,364000
15143200150000,2006 S 4TH AV,2003,203,817600.0,?,5.0,2.0,Full basement,0.0,No,1.0,1.0,1521.0,4760.0,72.0,-87.8374964,41.8677006,54.0,Somewhat Walkable,160000
20071220210000,2320 W 51ST STREET,2006,202,630100.0,1-story,5.0,4.0,Full basement,0.0,No,2.0,0.0,869.0,6350.0,115.0,-87.68267209999999,41.8012908,72.0,Very Walkable,185000
30204000320000,1424 KENILWORTH AV,2004,207,826202.0,2-story,5.0,3.0,Partial basement,0.0,Yes,1.0,0.0,1120.0,4920.0,54.0,-87.5288635,41.592783600000004,50.0,Car-Dependent,124900
18062000160000,3908 FOREST AVE,2014,278,819900.0,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,876.0,7537.0,84.0,-87.9076115,41.818294,37.0,Car-Dependent,1050000
16333220200000,3721 S 52ND CT,2011,203,814400.0,1-story,5.0,3.0,Full basement,1.0,Yes,2.0,0.0,1065.0,3150.0,47.0,-87.754325,41.8247923,44.0,Car-Dependent,75500
12323100000000,112  BERNICE DR NORTHLAKE,2018,203,811800.0,1.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,1066.0,7500.0,74.0,-87.89876685,41.91330158,51.0,Somewhat Walkable,135000
5333220000000,2015  WILMETTE AVE WILMETTE,2018,203,801000.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,1470.0,7250.0,68.0,-87.72581217,42.07153814,53.0,Somewhat Walkable,260000
29014220180000,95 S OGLESBY AVE,2011,211,825801.0,2-story,10.0,4.0,Slab basement,0.0,No,2.0,0.0,2808.0,5000.0,34.0,-87.5649411,41.6323532,50.0,Somewhat Walkable,130000
12283200000000,2520  GEORGE ST FRANKLIN PARK,2018,203,811402.0,1.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,1262.0,4320.0,52.0,-87.88114578,41.92468943,59.0,Somewhat Walkable,165000
12132000000000,4713 N OKETO AVE HARWOOD HEIGHTS,2018,203,810502.0,5.0,6.0,3.0,4.0,0.0,1.0,1.0,1.0,1012.0,3780.0,66.0,-87.81172945,41.96596067,84.0,Very Walkable,225000
24302070140000,12128 S CHEYENNE DR,2006,234,823605.0,multilevel,9.0,5.0,Partial basement,1.0,Yes,2.0,1.0,2541.0,11625.0,35.0,-87.785441,41.6708061,33.0,Car-Dependent,396500
19184290390000,6230 S NARRAGANSETT,2009,211,640400.0,2-story,12.0,6.0,Full basement,0.0,No,1.0,1.0,2392.0,4000.0,30.0,-87.78156949999999,41.7787177,75.0,Very Walkable,355000
33073160121011,20102 ASH LN,2008,299,828506.0,,,,,,,,,,,,-87.55473,41.529980200000004,22.0,Car-Dependent,100000
2022000000000,453  FAWN LN PALATINE,2018,299,803608.0,,,,,,,1.0,,,142009.0,10.0,-88.03189938,42.15044247,44.0,Car-Dependent,198000
6144140000000,9  CHAUCER LN STREAMWOOD,2018,207,804305.0,2.0,6.0,3.0,3.0,0.0,2.0,1.0,1.0,1320.0,8069.0,32.0,-88.17221753,42.03298943,17.0,Car-Dependent,141000
19172130090000,5625 S MASSASEIT,2007,203,561100.0,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1040.0,3780.0,47.0,-87.62979820000001,41.8781136,99.0,Walker's Paradise,280000
10134300000000,1411  DEMPSTER ST EVANSTON,2018,205,809600.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1748.0,5460.0,108.0,-87.69162962,42.041467700000005,73.0,Very Walkable,637500
17161280071213,2800 LAKE SHORE DR,2009,299,841900.0,,,,,,,,,,,,-87.6370895,41.93315870000001,82.0,Very Walkable,240000
2121000000000,1473  WINSLOWE DR PALATINE,2018,299,803605.0,,,,,,,1.0,,,555024.0,10.0,-88.02055431,42.13442657,64.0,Somewhat Walkable,56000
27021220160000,13744 S 88TH AV,2005,234,824105.0,multilevel,5.0,3.0,Partial basement,1.0,No,1.0,1.0,1267.0,10800.0,24.0,-87.83315909999999,41.6400802,13.0,Car-Dependent,253000
16184180390000,1140 S EAST AVE,2011,203,813100.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1625.0,6300.0,93.0,-87.7886686,41.867375,71.0,Very Walkable,220000
7172020000000,1265  DORCHESTER LN HOFFMAN ESTATES,2018,278,804716.0,2.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,2461.0,7772.0,38.0,-88.11057739,42.04464639,53.0,Somewhat Walkable,377000
4263080000000,1615  RIVERSIDE CT GLENVIEW,2018,278,801901.0,2.0,9.0,4.0,1.0,1.0,1.0,2.0,1.0,3006.0,16198.0,42.0,-87.80131108,42.08465467,39.0,Car-Dependent,645000
19332070110000,7931 LARAMIE,2012,204,821102.0,?,7.0,3.0,Full basement,0.0,Yes,1.0,0.0,2058.0,10020.0,51.0,-87.7506999,41.7481624,61.0,Somewhat Walkable,175000
8121200000000,2 E MILBURN AVE MOUNT PROSPECT,2018,203,804901.0,1.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,1717.0,11775.0,52.0,-87.93634713,42.06110614,74.0,Very Walkable,287000
11322020291012,1125 W FARWELL D3,2009,299,10400.0,,,,,,,,,,,,-87.6590412,42.0064444,79.0,Very Walkable,216000
17343090560000,1858 W CULLERTON ST,2015,211,839600.0,3-story,21.0,6.0,crawlspace,0.0,No,5.0,0.0,3540.0,3100.0,118.0,-87.6733113,41.8551585,90.0,Very Walkable,337500
19013150170000,4453 S FRANCISCO,2005,211,580502.0,2-story,10.0,4.0,Slab basement,0.0,No,2.0,0.0,2248.0,4199.0,86.0,-87.6965337,41.812123799999995,73.0,Very Walkable,294000
19123250290000,3034 W 54TH PL,2014,203,630400.0,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1090.0,3625.0,82.0,-87.7001334,41.7947051,80.0,Very Walkable,145000
19131040010000,2959 W 55TH ST,2013,203,630800.0,?,6.0,3.0,Full basement,1.0,No,1.0,1.0,1625.0,4175.0,59.0,-87.6984972,41.7934104,77.0,Very Walkable,179000
6283090000000,369  MONARCH BIRCH CT BARTLETT,2018,295,804507.0,2.0,5.0,2.0,2.0,0.0,1.0,2.0,1.0,1425.0,5089.0,24.0,-88.22102077,42.00191826,1.0,Car-Dependent,208000
18051020300000,3924 HOWARD AVE,2007,203,819801.0,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1353.0,8515.0,52.0,-87.89574,41.8181652,30.0,Car-Dependent,475000
